# GridTwin ZA - DFFE environmental authorisations for renewable projects
# CC BY 4.0 - attribution required. gridtwinza.org
# source fingerprint: gtza-7f4d8068c08bbb07
# NOTE: PERMITS, NOT COMMISSIONING. An authorisation is not a built plant and not a
# grid connection. Permitted capacity exceeds built capacity by roughly ten times.
# Use for LOCATION and intent; use operational_renewable_capacity.csv for what exists.
name,province,technology,mw,status,decided,lat,lng
"Proposed Thomas wind energy and PV project between Cathcart and Stutterheim, Eastern Cape ",Eastern Cape,Wind,0.0,Approved,2016-04-18,-32.09739,27.89631
"Proposed Thomas wind energy and PV project between Cathcart and Stutterheim, Eastern Cape ",Eastern Cape,Wind,0.0,Approved,2018-08-16,-32.09739,27.89631
Proposed Thomas River  Wind Energy And Photo Voltaic Project Between Cathcart And Stutterh,Eastern Cape,Wind and Solar PV,83.0,In process,2012-06-27,-32.42508,27.31798
Proposed Thomas River  Wind Energy And Photo Voltaic Project Between Cathcart And Stutterh,Eastern Cape,Wind,0.0,Refused,2019-12-19,-32.42506,27.31796
"Proposed Chaba Wind Energy Facility In Komga, Eastern Cape Province",Eastern Cape,Wind,21.0,Approved,2011-11-02,-32.56648,27.9733
Proposed construction of PV solar power plants on site 1 (Konkoonsies) and site 2 (Kleinzw,Northern Cape,Solar PV,20.0,Approved,2011-07-08,-28.88286,19.5607
Proposed construction of PV solar power plants on site 1 (Konkoonsies) and site 2 (Kleinzw,Northern Cape,Solar PV,9.7,Approved,2011-09-02,-28.96979,19.56689
Proposed construction of PV solar power plants on site 1 (Konkoonsies) and site 2 (Kleinzw,Northern Cape,Solar PV,9.7,Approved,2011-09-02,-29.49401,20.79336
"Proposed wind energy facilisty near Copperton, Northern Cape Province",Northern Cape,Wind,140.0,Approved,2012-08-15,-29.95729,22.30996
"Proposed wind energy facilisty near Copperton, Northern Cape Province",Northern Cape,Wind,0.0,Approved,2014-11-27,-29.95729,22.30996
"Proposed wind energy facilisty near Copperton, Northern Cape Province",Northern Cape,Wind,0.0,Approved,2015-06-26,-29.95729,22.30996
"8 Infinite energy (PTY) LTR 140mw wind energy facility near Copperton, Northern Cape Provi",Northern Cape,Wind,0.0,Approved,2016-11-22,-29.93114,22.30292
"8 Infinite energy (PTY) LTR 140mw wind energy facility near Copperton, Northern Cape Provi",Northern Cape,Wind,0.0,Approved,2017-07-13,-29.96058,22.30505
Proposed 80 Mw Universal Wind Energy Project In Zone 12 Of The Coega Industrial Developmen,Eastern Cape,Wind,80.0,Approved,2012-04-30,-33.4154,25.66867
Proposed 80 Mw Universal Wind Energy Project In Zone 12 Of The Coega Industrial Developmen,Eastern Cape,Wind,0.0,Approved,2015-04-24,-33.4154,25.66867
The establishment of a 80 MW Wind Energy Facility in Zone 12 Of The Coega Industrial Devel,Eastern Cape,Wind,0.0,Approved,2017-05-15,-33.95448,25.61322
Proposed Construction Of A Photovoltaic Solar Project Proposed By New Symphony Energy On T,Western Cape,Solar PV,10.0,Approved,2011-09-29,-33.57794,18.64061
Proposed Construction Of A Photovoltaic Solar Project Proposed By New Symphony Energy On T,Western Cape,Solar PV,0.0,Approved,2014-09-19,-33.57794,18.64061
Proposed Construction of a Photovoltaic Solar Project Proposed By New Symphony Energy On T,Western Cape,Solar PV,0.0,Approved,2016-06-30,-33.57794,18.64061
Proposed Construction of a Photovoltaic Solar Project Proposed By New Symphony Energy On T,Western Cape,Solar PV,0.0,Approved,2018-08-31,-33.57794,18.64061
Proposed Solar Cape Photovoltaic Electricity Generation Facility On The Farm Olyvenkolk 18,Northern Cape,Solar PV,100.0,Approved,2012-02-23,-29.48303,20.82701
Proposed Solar Cape Photovoltaic Electricity Generation Facility On The Farm Olyvenkolk 18,Northern Cape,Solar PV,0.0,Approved,2015-02-23,-29.48303,20.82701
Proposed Solar Cape Photovoltaic Electricity Generation Facility On The Farm Olyvenkolk 18,Northern Cape,Solar PV,0.0,Approved,2016-11-25,-29.48303,20.82701
Extension of validity period for proposed Solar Cape Photovoltaic Electricity Generation F,Northern Cape,Wind,0.0,Approved,2019-01-28,-29.48303,20.82701
The Construction Of A Grid Connected 10mw Photovoltaic Power Plant And Its Associated Infr,North West,Solar PV,5.0,Approved,2011-11-02,-26.70207,27.06359
"Proposed Vredendal Solar Facility On Portion 414 Of The Farm Vredendal 292, Western Cape P",Western Cape,Solar PV,8.8,Approved,2011-10-13,-31.64504,18.5029
Proposed Kabi Kimberly PV Solar Energy Facility and associated infrastructure on a site Ea,Northern Cape,Solar PV,19.0,Approved,2011-10-31,-28.68356,24.79748
Proposed Establishment Of Two 75mw Commercial Solar Electricity Generating Facilities And ,Western Cape,Solar PV,75.0,Approved,2013-01-25,-33.02379,18.06745
Proposed Establishment Of Two 75mw Commercial Solar Electricity Generating Facilities And ,Western Cape,Solar PV,75.0,Approved,2013-01-25,-33.02885,18.0964
Proposed Establishment Of Two 75mw Commercial Solar Electricity Generating Facilities And ,Western Cape,Solar PV,0.0,Approved,2015-10-09,-33.03519,18.09249
The establishment of 100mw Commercial Solar Electricity Generating Facilities And Its Asso,Western Cape,Solar PV,0.0,Approved,2020-12-03,-33.01407,18.09883
Proposed Establishment Of Two 75mw Commercial Solar Electricity Generating Facilities And ,Western Cape,Solar PV,0.0,Approved,2015-11-11,-33.03519,18.09249
The establishment of 100mw Commercial Solar Electricity Generating Facilities And Its Asso,Western Cape,Solar PV,0.0,Approved,2020-12-03,-33.03519,18.09249
The establishment of a 100MW commercial solar electricity generation facility and its infr,Western Cape,Solar PV,0.0,Approved,2021-09-09,-33.03519,18.09249
The establishment of a 100MW commercial solar electricity generation facility and its infr,Western Cape,Solar PV,0.0,Approved,2021-12-08,-33.03519,18.09249
"Renewable energy generation project on Portion 10 of the farm Wildebeestlaagte 411 KQ, Tha",Limpopo,Solar PV,40.0,Approved,2011-10-13,-24.96222,27.23434
"Renewable energy generation project on Portion 10 of the farm Wildebeestlaagte 411 KQ, Tha",Limpopo,Solar PV,0.0,Approved,2015-06-24,-24.96222,27.23434
"Renewable energy generation project on Portion 67 of the farm Tweefontein 462 KR, Bela-Bel",Limpopo,Solar PV,30.0,Approved,2011-10-24,-24.8757,28.38045
"Renewable energy generation project on Portion 67 of the farm Tweefontein 462 KR, Bela-Bel",Limpopo,Solar PV,0.0,Approved,2015-06-24,-24.8757,28.38045
"The Construction Of Langa Energy 100MW Photovoltaic Solar Energy Facility, Berlin, Eastern",Eastern Cape,Solar PV,100.0,Approved,2011-11-02,-32.86612,27.52792
"The Construction Of Langa Energy 100MW Photovoltaic Solar Energy Facility, Berlin, Eastern",Eastern Cape,Solar PV,0.0,Approved,2014-12-12,-32.86612,27.52792
"The Construction Of Langa Energy 100MW Photovoltaic Solar Energy Facility, Berlin, Eastern",Eastern Cape,Solar PV,0.0,Approved,2015-06-24,-32.86612,27.52792
"The Construction Of Langa Energy 100MW Photovoltaic Solar Energy Facility, Berlin, Eastern",Eastern Cape,Solar PV,0.0,Approved,2016-08-24,-32.86615,27.53676
Proposed Construction of19MW Photovoltaic Solar Facility Proposed By Lurama 214 Pty Ltd On,Western Cape,Solar PV,19.0,Approved,2011-11-15,-32.40755,22.54695
Proposed Construction of19MW Photovoltaic Solar Facility Proposed By Lurama 214 Pty Ltd On,Western Cape,Solar PV,0.0,Approved,2014-06-26,-32.40755,22.54695
Proposed Construction of19MW Photovoltaic Solar Facility Proposed By Lurama 214 Pty Ltd On,Western Cape,Solar PV,0.0,Approved,2015-01-16,-32.40755,22.54695
Proposed Construction of19MW Photovoltaic Solar Facility Proposed By Lurama 214 (Pty) Ltd ,Western Cape,Solar PV,0.0,Approved,2015-09-03,-32.40755,22.54695
Proposed Construction of19MW Photovoltaic Solar Facility Proposed By Lurama 214 (Pty) Ltd ,Western Cape,Solar PV,0.0,Approved,2016-05-18,-32.40755,22.54695
The Proposed Solar Photovoltaic Facility On The De Beers Kenilworth Estate Farm 71 In Kimb,Northern Cape,Solar PV,19.0,Approved,2012-02-25,-28.70628,24.79095
The Proposed Solar Photovoltaic Facility On The De Beers Kenilworth Estate Farm 71 In Kimb,Northern Cape,Solar PV,0.0,Approved,2014-06-26,-28.70628,24.79095
The Proposed Solar Photovoltaic Facility On The De Beers Kenilworth Estate Farm 71 In Kimb,Northern Cape,Solar PV,0.0,Approved,2015-01-16,-28.70628,24.79095
The Proposed Solar Photovoltaic Facility On The De Beers Kenilworth Estate Farm 71 In Kimb,Northern Cape,Solar PV,0.0,Approved,2015-09-03,-28.68356,24.79748
The Proposed Solar Photovoltaic Facility On The De Beers Kenilworth Estate Farm 71 In Kimb,Northern Cape,Solar PV,0.0,Approved,2016-05-18,-28.68356,24.79748
Proposed Langa Solar Energy 10MW Pilot-Scale Photovoltaic Facility Within Buffalo City Mun,Eastern Cape,Solar PV,10.0,Approved,2011-07-27,-32.76477,27.81173
"Construction Of The Rustno1 7MW Pv Plant On Portion 108, A Portion Of Portion 23 Of The Fa",North West,Solar PV,200.0,Approved,2011-08-28,-25.7413,27.42071
"The Proposed Establishment Of A Photovoltaic (Pv) Installation At The Upington Airport, No",Northern Cape,Solar PV,8.9,Approved,2011-08-16,-28.38423,21.25516
Proposed Photovoltaic Installation At Or Tambo International Airport Within The Erkurhulen,Gauteng,Solar PV,2.0,Approved,2011-08-19,-26.13717,28.23046
Proposed Photovoltaic Installation At Or Tambo International Airport Within The Erkurhulen,Gauteng,Solar PV,0.0,Approved,2014-06-26,-26.13717,28.23046
"Proposed Establishment Of A Photovoltaic (Pv) Installation At The Kimberley Airport, North",Northern Cape,Solar PV,5.0,Approved,2011-08-17,-28.8015,24.7636
"Proposed Establishment Of A Photovoltaic (Pv) Installation At The Kimberley Airport, North",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-28.8015,24.7636
"Proposed Establishment Of A Photovoltaic (Pv) Installation At The Bloemfontein Airport, Fr",North West,Solar PV,3.0,Approved,2011-08-12,-26.09524,26.2978
"Proposed Establishment Of A Photovoltaic (Pv) Installation At The Bloemfontein Airport, Fr",North West,Solar PV,0.0,Approved,2014-06-24,-26.09524,26.2978
The Proposed Construction Of A Photovoltaic Power Generation Facility Within The Black Mou,Northern Cape,Solar PV,19.0,Approved,2011-10-16,-29.25784,18.80727
Proposed Establishment Of Delta Renewable Energy Generation Project On Portion 1 Of The Fa,Limpopo,Solar PV,46.0,Approved,2011-10-20,-23.77385,27.43785
Proposed Establishment Of The Witkop Solar Park On Portion 9 Of The Farm Wildebeestfontein,Limpopo,Solar PV,30.0,Approved,2011-10-25,-24.04143,29.36372
Proposed Construction Of The 7.2MW Koingnaas Wind Energy Facility Within The De Beers Mini,Northern Cape,Wind,7.2,Approved,2012-03-02,-30.19831,17.27563
Proposed 30MW St Helena Community Wind Energy Facility And Its Associated Infrastructure O,Western Cape,Wind,30.0,Approved,2012-03-02,-32.82658,18.05074
The Construction Of A 25 MW Photovoltaic Solar Energy Facility On A Site North-East Of Upi,Northern Cape,Solar PV,25.0,Approved,2012-03-06,-28.3863,21.40202
The Construction Of The Olyven Kolk Solar Power Plant On The Remaining Portion 14 (A Porti,Northern Cape,Solar PV,150.0,Approved,2012-03-01,-29.5088,20.81368
The Construction Of The Olyven Kolk Solar Power Plant On The Remaining Portion 14 (A Porti,Northern Cape,Solar PV,0.0,Approved,2013-01-25,-29.5088,20.81368
The Construction Of The Olyven Kolk Solar Power Plant On The Remaining Portion 14 (A Porti,Northern Cape,Solar PV,0.0,Approved,2015-11-05,-29.5088,20.81368
The Construction Of The Olyven Kolk Solar Power Plant On The Remaining Portion 14 (A Porti,Northern Cape,Solar PV,0.0,Approved,2013-01-25,-29.5088,20.81368
The Construction Of The Olyven Kolk Solar Power Plant On The Remaining Portion 14 (A Porti,Northern Cape,Solar PV,0.0,Approved,2015-11-06,-29.5088,20.81368
The Construction Of The Olyven Kolk Solar Power Plant On The Remaining Portion 14 (A Porti,Northern Cape,Solar PV,0.0,Approved,2013-01-25,-29.5088,20.81368
The Construction Of The Olyven Kolk Solar Power Plant On The Remaining Portion 14 (A Porti,Northern Cape,Solar PV,0.0,Approved,2015-11-06,-29.5088,20.81368
The proposed 5MW solar power station to be established on a 8.7 ha land of the farm Krelin,North West,Solar PV,5.0,Approved,2011-11-02,-25.62267,27.96144
Proposed Inca De Aar Solar Pty Ltd 30 MW Photovoltaic Solar Facility On A Site South-East ,Northern Cape,Solar PV,30.0,Approved,2012-02-17,-30.69417,24.05596
Proposed Inca De Aar Solar Pty Ltd 30 MW Photovoltaic Solar Facility On A Site South-East ,Northern Cape,Solar PV,0.0,Approved,2015-02-26,-30.69417,24.05596
"The Construction Of The 30MW Photovoltaic Solar Energy Facility, Northwest Of Vredendal, W",Western Cape,Solar PV,30.0,Approved,2012-03-05,-31.61638,18.43329
"The Construction Of The 30MW Photovoltaic Solar Energy Facility, Northwest Of Vredendal, W",Western Cape,Solar PV,0.0,Approved,2015-02-26,-31.61638,18.43329
Proposed Construction Of A 2MW Photovoltaic Power Facility On Portion 4 Of The Farm Marais,Northern Cape,Solar PV,2.0,Approved,2012-07-09,-28.85732,20.35382
Proposed Construction Of A 2MW Photovoltaic Power Facility On Portion 4 Of The Farm Marais,Northern Cape,Solar PV,0.0,Approved,2014-09-19,-28.85732,20.35382
Proposed Construction Of A 10MW Photovoltaic Power Facility On Portion 6 Of The Farm Broed,North West,Solar PV,10.0,Approved,2011-08-25,-26.80911,25.14038
"Proposed Construction Of A Photovoltaic (Pv) Solar Energy Facility On The Farm Kleinbegin,",Northern Cape,Solar PV,50.0,In process,2019-12-19,-28.86034,21.60453
"Proposed wind farm on Portions 0, 2, 4 and 5 of farm 432 Goereesoe, Swellendam",Western Cape,Wind,0.0,Refused,2015-09-11,-34.27267,20.22778
Proposed Establishment Of The 9.8mw Green Continent Partners Photovoltaic Electricity Gene,Northern Cape,Solar PV,9.8,Approved,2011-11-03,-29.43509,20.87168
Development Plan For The Tsitsikamma Community Wind Energy Facility In The Tsitsikamma Are,Eastern Cape,Wind,100.0,Approved,2012-03-06,-34.06668,24.50087
Proposed Construction Of The 2.5 MW Photovoltaic (Pv) Solar Facility On Portion 0054 Of Th,Western Cape,Solar PV,2.5,Approved,2012-02-22,-33.45053,19.69888
Proposed Construction Of The 2.5 MW Photovoltaic (Pv) Solar Facility On Portion 0054 Of Th,Western Cape,Solar PV,0.0,Approved,2014-11-28,-33.45053,19.69888
Acceptance of scoping report for the proposed development of the Aberdeen 200MW wind farm ,Eastern Cape,Wind,200.0,Approved,2016-07-27,-32.46097,23.76334
Proposed 300MW Klienzee WEF in the Northern Cape Province,Northern Cape,Wind,300.0,Approved,2015-09-25,-29.79182,17.14222
Proposed Establishment Of A 28MW Photovoltaic Solar Power Facility On The Remainder Of Por,Limpopo,Solar PV,28.0,Approved,2011-11-02,-22.99293,29.25277
The Construction Of The Clover Valley Wind Energy Facility On Portions Of Farm 725 And The,Western Cape,Wind,4.0,Approved,2013-06-28,-33.4803,18.40925
The Construction Of The Clover Valley Wind Energy Facility On Portions Of Farm 725 And The,Western Cape,Wind,0.0,Approved,2015-09-25,-33.4947,18.42213
The Construction Of The Clover Valley Wind Energy Facility On Portions Of Farm 725 And The,Western Cape,Wind,0.0,Approved,2018-05-30,-33.4947,18.42213
"Proposed Construction Of A 50MW Solar Power Plant To Be Established On 166,312 Hectare Lan",North West,Solar PV,50.0,In process,2012-02-17,-25.64269,27.9319
"Proposed Construction Of A 50MW Solar Power Plant To Be Established On 166,312 Hectare Lan",North West,Solar PV,0.0,Approved,2015-02-11,-25.63993,27.94065
"Proposed Installation Of A 40MW Photovoltaic (Pv) Solar Facility At Harmony Kalgold, North",North West,Solar PV,40.0,Approved,2012-09-07,-26.20232,25.22493
Proposed Construction Of Two Dams And A Hydro Electrical Power Scheme On Portion 6 Of The ,Limpopo,Hydro,0.0,Refused,2019-12-19,-23.75514,29.97329
The Construction Of 30 Mw Wind Energy Facility On Portion 1 And 2 Of Farm No 397 Near Goud,Western Cape,Wind,30.0,Approved,2013-01-21,-33.28067,19.01698
Proposed Project Ofir-Zx Photovoltaic Plant Near Keimoes Within The Garib Local Municipali,Northern Cape,Solar PV,200.0,Approved,2012-07-09,-28.70366,20.92086
Proposed Project Ofir-Zx Photovoltaic Plant Near Keimoes Within The Garib Local Municipali,Northern Cape,Solar PV,0.0,Approved,2015-10-06,-28.70366,20.92086
Proposed establishment of the project S-Kol photovoltaic plant near Keimoes,Northern Cape,Solar PV,200.0,Approved,2012-07-05,-28.64641,21.05096
"The Proposed Construction Of A 200MW Photovoltaic Facility On Farm Geelkop, Farm No 456, K",Northern Cape,Solar PV,0.0,Approved,2017-08-15,-28.64641,21.05096
Proposed Construction Of A 200mw Photovoltaic Facility On Portion 11 Of The Farm Baviaanz ,Northern Cape,Solar PV,200.0,Approved,2012-07-05,-28.6572,20.6464
"Proposed Photovoltaic (Pv) Solar Energy Facility On A Site South Of Sutherland, Within The",Northern Cape,Solar PV,10.0,Approved,2012-02-08,-32.48259,20.66262
Proposed solar power project of approximately 4.5MW on farm Broadlands near Humansdorp in ,Eastern Cape,Solar PV,4.5,In process,2019-12-19,-34.06074,24.78759
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,75.0,Approved,2012-02-29,-30.70017,24.13405
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2012-02-29,-30.71658,24.11741
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2014-10-09,-30.71658,24.11741
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2015-02-11,-30.71658,24.11741
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2012-02-29,-30.71658,24.11741
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2014-08-05,-30.71658,24.11741
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2015-08-04,-30.71261,24.10322
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2015-09-02,-30.71261,24.10322
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2016-04-18,-30.71261,24.10322
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2016-08-10,-30.71261,24.10322
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,75.0,Approved,2012-11-15,-30.69898,24.16965
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2016-08-04,-30.69898,24.16965
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,75.0,Approved,2012-02-29,-30.66905,24.16225
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2014-08-05,-30.66905,24.16225
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2015-02-11,-30.66905,24.16225
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2015-10-09,-30.66905,24.16225
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2016-08-04,-30.66905,24.16225
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,75.0,Approved,2012-02-29,-30.64823,24.17023
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2014-08-05,-30.64823,24.17023
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar PV,0.0,Approved,2015-02-11,-30.64823,24.17023
Amendment for the construction of the 75MW Photovoltaic facility on the farm Platfontein N,Northern Cape,Solar PV,75.0,Approved,2019-12-19,-28.69764,24.61112
The PropoAmendment for the construction of the 75MW Photovoltaic facility on the farm Plat,Northern Cape,Solar PV,0.0,Approved,2015-08-19,-28.69764,24.61112
Amendment for the construction of the 75MW Photovoltaic facility on the farm Platfontein N,Northern Cape,Solar PV,0.0,Approved,2017-09-21,-28.69764,24.61112
Proposed construction of 100MW compact linear Fresnel reflector facility on the farm Platf,Northern Cape,Solar - CSP,0.0,Approved,2012-09-28,-28.69355,24.66227
Proposed construction of 100MW compact linear Fresnel reflector facility on the farm Platf,Northern Cape,Solar - CSP,0.0,Approved,2014-08-11,-28.69355,24.66227
Proposed construction of 100MW compact linear Fresnel reflector facility on the farm Platf,Northern Cape,Solar - CSP,0.0,Approved,2015-08-19,-28.69355,24.66227
The construction of 100MW Molten salt Parabolic Trough (MSPT) technology with dry cooling ,Northern Cape,Solar - CSP,0.0,Approved,2021-10-20,-28.69355,24.66227
The 50 MW Ample Solar Groenwater (Concentrated Solar Power) Facility On Portion 4 And 5 Of,Northern Cape,Solar - CSP,0.0,Approved,2012-09-28,-28.27005,23.32745
The 50 MW Ample Solar Groenwater (Concentrated Solar Power) Facility On Portion 4 And 5 Of,Northern Cape,Solar - CSP,0.0,Approved,2014-07-09,-28.27005,23.32745
The proposed 50MW Metsimatala PV facility on the farms in Postmansburg within Tsantsabane ,Northern Cape,Solar PV,0.0,Approved,2015-08-19,-28.27005,23.32745
The proposed 50MW Metsimatala PV facility on the farms in Postmansburg within Tsantsabane ,Northern Cape,Solar PV,0.0,Approved,2017-10-04,-28.27005,23.32745
The 50 MW Ample Solar Groenwater (Concentrated Solar Power) Facility On Portion 4 And 5 Of,Northern Cape,Solar - CSP,0.0,Approved,2012-09-28,-28.2727,23.31551
The 50 MW Ample Solar Groenwater (Concentrated Solar Power) Facility On Portion 4 And 5 Of,Northern Cape,Solar - CSP,0.0,Approved,2015-08-19,-28.2727,23.31551
The 50 MW Ample Solar Groenwater (Concentrated Solar Power) Facility On Portion 4 And 5 Of,Northern Cape,Solar - CSP,0.0,Approved,2015-10-06,-28.2727,23.31551
The Proposed Construction Of A Solar Energy Facility in The Emthanjeni Local Municipality ,Northern Cape,Solar - CSP,0.0,Approved,2019-12-19,-30.71261,24.10322
The 50 MW Ample Solar Groenwater (Concentrated Solar Power) Facility On Portion 4 And 5 Of,Northern Cape,Solar - CSP,0.0,Approved,2015-10-27,-28.27266,23.31325
"Proposed Gehrlicher Ikhwezi 10-12 Mw Pv Solar Facility, East London Industrial Development",Eastern Cape,Solar PV,12.0,Approved,2011-08-23,-33.05414,27.8686
"Proposed Gehrlicher Ikhwezi 10-12 Mw Pv Solar Facility, East London Industrial Development",Eastern Cape,Solar PV,0.0,Approved,2014-06-24,-33.05414,27.8686
Proposed Inca Vredendal 30mw Wind Energy Facility On The Farm 293 Groot Draaihoek Near Vre,Western Cape,Wind,30.0,Approved,2012-03-07,-31.69794,18.48839
Proposed Inca Vredendal 30mw Wind Energy Facility On The Farm 293 Groot Draaihoek Near Vre,Western Cape,Wind,0.0,Approved,2014-08-14,-31.69794,18.48839
Proposed Inca Vredendal 30mw Wind Energy Facility On The Farm 293 Groot Draaihoek Near Vre,Western Cape,Wind,0.0,Approved,2015-03-02,-31.69279,18.49
Proposed Inca Vredendal 30mw Wind Energy Facility On The Farm 293 Groot Draaihoek Near Vre,Western Cape,Wind,0.0,Approved,2015-11-05,-31.69279,18.49
Proposed Inca Vredendal 52.5MW Wind Energy Facility Near Vredendal,Western Cape,Wind,0.0,Approved,2017-03-16,-31.7011,18.48661
Proposed Construction Of A Photovoltaic (Solar Power) Facility On The Remainder And Remain,Eastern Cape,Solar PV,69.6,Approved,2012-02-28,-30.82783,26.20792
Proposed Establishment Of A 14mw Photovoltaic (Pv) Solar Facility On The Farm Hangklip Nor,Eastern Cape,Solar PV,14.0,Approved,2012-06-11,-33.29382,25.8471
The Proposed Establishment Of Photovoltaic (Solar Power) Farms In The Northern Cape Provin,Northern Cape,Solar PV,0.0,Approved,2011-11-30,-30.1355,24.13966
The Proposed Establishment Of Photovoltaic (Solar Power) Farms In The Northern Cape Provin,Northern Cape,Solar PV,0.0,Approved,2011-11-30,-31.00382,24.65363
The Proposed Establishment Of Photovoltaic (Solar Power) Farms In The Northern Cape Provin,Northern Cape,Solar PV,0.0,Approved,2011-11-30,-31.00145,24.63578
The Proposed Establishment Of Photovoltaic (Solar Power) Farms In The Northern Cape Provin,Northern Cape,Solar PV,0.0,Approved,2011-11-30,-30.87676,24.36313
"Construction Of Thecanyon Springs Wind And Solar Facility In The Peddie Area Near Wesley, ",Eastern Cape,Wind,0.0,Approved,2012-05-07,-33.30857,27.32395
"Construction Of Thecanyon Springs Wind And Solar Facility In The Peddie Area Near Wesley, ",Eastern Cape,Wind,50.0,Approved,2013-05-21,-33.30638,27.32116
"Construction Of Thecanyon Springs Wind And Solar Facility In The Peddie Area Near Wesley, ",Eastern Cape,Wind,0.0,Approved,2018-06-21,-33.30638,27.32116
"Construction Of Thecanyon Springs Wind And Solar Facility In The Peddie Area Near Wesley, ",Eastern Cape,Solar PV,40.0,Approved,2013-05-21,-33.31646,27.33375
Proposed construction and operation of a 10MW PV solar energy faclity on the farm Olyven K,Northern Cape,Solar PV,10.0,Approved,2013-07-23,-29.5088,20.81368
Proposed construction and operation of a 10MW PV solar energy faclity on the farm Olyven K,Northern Cape,Solar PV,0.0,Approved,2015-11-11,-29.5088,20.81368
The AfricaΓÇÖs Energy Footprint Solar Power 1 Project On Erf 1823 Graaff Reinett Within Th,Eastern Cape,Solar PV,6.0,Approved,2011-10-31,-32.25268,24.54965
The AfricaΓÇÖs Energy Footprint Solar Power 1 Project On Erf 1823 Graaff Reinett Within Th,Eastern Cape,Solar PV,0.0,Approved,2014-09-19,-32.25268,24.54965
The AfricaΓÇÖs Energy Footprint Solar Power 1 Project On Erf 1823 Graaff Reinett Within Th,Eastern Cape,Solar PV,0.0,Approved,2016-09-26,-32.25268,24.54965
"Proposed wind energy facility on a site West of Elliot, Eastern Cape Province",Eastern Cape,Wind,0.0,Withdrawn,2014-10-10,-31.34783,27.80091
"The Proposed Construction Of The Rustmo2 Pv Plant On A Site Near Buffelspoort, Rustenburg ",North West,Solar PV,10.0,Approved,2011-10-25,-25.74087,27.41884
"The Proposed Construction Of The Rustmo2 Pv Plant On A Site Near Buffelspoort, Rustenburg ",North West,Solar PV,0.0,Approved,2014-08-14,-25.74087,27.41884
"The Proposed Construction Of The Rustmo2 Pv Plant On A Site Near Buffelspoort, Rustenburg ",North West,Solar PV,0.0,Approved,2016-05-16,-25.74087,27.41884
The Proposed Beaufort West Photovoltaic Park On Portion9 Of The Farm 161 Kuilspoort in The,Western Cape,Solar PV,85.0,Approved,2012-02-22,-32.31024,22.62808
The Proposed Beaufort West Photovoltaic Park On Portion9 Of The Farm 161 Kuilspoort in The,Western Cape,Solar PV,0.0,Approved,2014-08-15,-32.30998,22.62881
The Proposed Construction Of The 420mw Spitskop Wind Energy Facility And Its Associated In,Eastern Cape,Wind,0.0,Withdrawn,2014-02-23,-33.11417,25.91012
Proposed construction of the 420MW Spitskop wind neergy facility and associated infratsruc,Eastern Cape,Wind,0.0,In process,2019-12-19,-33.11444,26.05474
The Proposed 50 Mw Wind Energy Project On The Broadlands And Saragossa Farms Near Humansdo,Eastern Cape,Wind,0.0,Approved,2019-12-19,-34.0606,24.77858
The Banna ba Pifhu 30.0 MW wind energy facility on the Broadlands farm near Humansdorp in ,Eastern Cape,Wind,0.0,Approved,2022-03-22,-34.0606,24.77858
