# GridTwin ZA - DFFE environmental authorisations for renewable projects
# CC BY 4.0 - attribution required. gridtwinza.org
# source fingerprint: gtza-7f4d8068c08bbb07
# NOTE: PERMITS, NOT COMMISSIONING. An authorisation is not a built plant and not a
# grid connection. Permitted capacity exceeds built capacity by roughly ten times.
# Use for LOCATION and intent; use operational_renewable_capacity.csv for what exists.
name,province,technology,mw,status,decided,lat,lng
Environmental authorisation for the 75mw Enamandla PV5 projects and associated infrastruct,Northern Cape,Solar PV,75.0,Approved,2017-07-31,-29.39832,18.91955
The 75MW Enamandla PV 5 project and its associated infrastructure on the remaining extent ,Northern Cape,Solar PV,75.0,Approved,2022-06-30,-29.39832,18.91955
"The 75MW Tlisitseng PV1 SEF and its associated infrastructure near Lichtenburg, Ditsobotla",North West,Solar PV,75.0,Approved,2017-08-07,-26.07837,26.11936
"The 75MW Tlisitseng PV1 SEF and its associated infrastructure near Lichtenburg, Ditsobotla",North West,Solar PV,0.0,Approved,2017-10-12,-26.07837,26.11936
"The 75MW Tlisitseng PV 1 solar energy facility near Lichtenburg, Ditsobotla LM, NW Provinc",North West,Solar PV,75.0,Approved,2022-07-18,-26.07837,26.11936
The 75 MW Tlisitseng PV1 solar energy facility and its associated infrastructure near Lich,North West,Solar PV,75.0,Approved,2022-08-05,-26.07837,26.11936
The proposed 140MW Orion PV1 solar energy facility on portion 25 of the farm Houthaabomen ,North West,Solar PV,140.0,Approved,2022-10-06,-26.07837,26.11936
"The 75MW Tlisitseng PV2 SEF and its associated infrastructure near Lichtenburg, Ditsobotla",North West,Solar PV,75.0,Approved,2017-08-14,-26.07837,26.11936
"The 75MW Tlisitseng PV2 SEF and its associated infrastructure near Lichtenburg, Ditsobotla",North West,Solar PV,0.0,Approved,2017-10-17,-26.07837,26.11936
The Tlisitseng 2 Photovoltaic solar energy facility on portion 25 of the farm Houthaalbome,North West,Solar PV,140.0,Approved,2022-07-21,-26.07837,26.11936
The 1500MW Atlantis Gas Power Facility within the Atlantis IDZ in Western Cape Province,Western Cape,Petroleum,1500.0,Approved,2017-10-23,-33.59687,18.47729
The 256 Kokerboom1 WEF North of Lorriesfontein within the Hantam Local Municipality in the,Northern Cape,Wind,256.0,Approved,2017-11-29,-30.51596,19.48397
The 196MW Kokerboom 1 WEF located on the remaining extent of farm Leeuwbergivier No. 1163 ,Northern Cape,Wind,0.0,Approved,2019-12-19,-30.51596,19.48397
Proposed 60MW Kokerboom 5 WEF located on farm Kleine Rooiberg No.227 near Loeriesfontein w,Northern Cape,Wind,256.0,Approved,2022-02-18,-30.51596,19.48397
Amendment of environmental authorisation for the 256 Kokerboom1 WEF North of Lorriesfontei,Northern Cape,Wind,0.0,Approved,2018-11-29,-30.51596,19.48397
The 240 MW Kokerboom 2 WEF North of Loeriesfontein within the Hantam Local Municipality in,Northern Cape,Wind,240.0,Approved,2017-11-29,-30.3864,19.40275
Amendment  of The 240 MW Kokerboom 2 WEF North of Loeriesfontein within the Hantam Local M,Northern Cape,Wind,0.0,Approved,2019-11-07,-30.3864,19.40275
The proposed the 240MW Kokerboom2 wind energy facility within the Hanatam Local Municipali,Northern Cape,Wind,240.0,Approved,2022-09-02,-30.38258,19.40073
"The proposed Hotazel solar park near Hotzael, Northern Cape Province",Northern Cape,Solar PV,200.0,Approved,2017-09-06,-27.23166,22.99949
The Proposed 75 MW Colett Photovoltaic Solar Energy Facility on the Remainder of the Farm ,Eastern Cape,Solar PV,0.0,Refused,2017-10-30,-31.52541,25.16285
Proposed 10MWphotovoltaic solar energy fascility on the farm Grootspruit  NO. 252 near Ode,Free State,Solar PV,10.0,Approved,2013-01-28,-27.72565,26.77033
Proposed 10MW photovoltaic solar energy facility on the farm Grootspruit No 252 Odendaalsr,Free State,Solar PV,0.0,Approved,2017-10-25,-27.72565,26.77033
"Proposed renewable Gunstfontien energy Facility, Northern Cape Province",Northern Cape,Wind,280.0,Approved,2019-12-19,-32.62796,20.65429
The 125mw Sasol Concentrated Solar Power (Csp) Facility Near Upington Northern Cape Provin,Northern Cape,Solar - CSP,125.0,Approved,2013-07-18,-28.44184,20.96148
"Renewable energy generation project on remainder portion of the farm Melrose East 149, Let",Free State,Solar PV,75.0,Approved,2019-12-19,-28.91792,24.83983
"Proposed Abalone Farm, with solar array on a Ptn of Rem Farm 385, Pearly Beach",Western Cape,Solar PV,0.0,Approved,2019-12-19,-34.65475,19.47336
"Proposed Installation of Solar Panels on the Remainder of Portion 1 of Farm 582, adjacent ",Western Cape,Solar PV,0.0,Approved,2019-12-19,-34.04803,19.19266
Proposed development of a 7MW AC Solar Photovoltaic (PV) Plant (referred to as De Hoek Sol,Western Cape,Solar PV,7.0,Approved,2019-12-19,-32.95721,18.77517
The proposed development of a Midlands Biogas and Fertilizer Plant,Kwazulu Natal,Biomass_Biofuels,0.0,Approved,2019-12-19,-29.52849,30.47025
"Swartwater Solar Photovoltaic Energy Facility - Vegetatiion Clearance, Petrusville",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-30.21788,24.53914
The development of a 10MW AC solar photovoltaic plant and associated infrastructure on por,North West,Solar PV,10.0,Approved,2019-12-19,-25.85338,25.82662
The proposed 24KM 132KV extension of the electrical grid corridor for the Impofu wind farm,Eastern Cape,Wind,0.0,Approved,2019-12-19,-33.77512,25.58893
Proposed Matjhabeng solar photovoltaic with battery energy storage systems project phase 1,Free State,Solar PV,0.0,Approved,2019-12-19,-27.86947,26.70022
"Proposed upgrade of the Gordonia-Avondale 132KV transmission line, Upington, Northern Cape",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-28.38815,21.43037
"The proposed Nuweveld North Wind Farm, Beaufort West Municipality, Western Cape Province",Western Cape,Wind,280.0,Approved,2021-12-08,-32.04282,22.47899
"Nuweveld West Wind Farm, Beaufort West Municipality, Western Cape Province",Western Cape,Wind,280.0,Approved,2021-12-08,-32.03474,22.47415
Proposed Matjhabeng solar photovoltaic with battery energy storage systems project phase 1,Eastern Cape,Solar PV,297.0,Approved,2022-03-18,-33.28804,26.65731
"Proposed Aggenys 1 Solar PV facility, Northern Cape",Northern Cape,Solar PV,100.0,Approved,2019-07-25,-29.26504,18.90653
"Proposed Aggeneys 1 solar PV facility, Northern Cape",Northern Cape,Solar PV,0.0,Approved,2019-09-25,-29.25052,18.84865
"Proposed Aggeneys 2 solar PV facility, Northern Cape",Northern Cape,Solar PV,0.0,Approved,2019-09-16,-29.25052,18.84865
"Proposed Grid connection Infrastructure for the NAMAs wind farm, Northern Cape",Northern Cape,Wind,0.0,Approved,2019-12-19,-29.69582,17.18055
"Proposed  grid connection infrastructure for the Zonnequa wind farm, Northern Cape",Northern Cape,Wind,0.0,Approved,2019-12-19,-29.66469,17.16935
"Bloemsmond 4 PV, Northern Cape Province",Northern Cape,Solar PV,0.0,Approved,2019-11-08,-28.55647,21.01512
"Bloemsmond 5 PV, Northern Cape Province",Northern Cape,Solar PV,0.0,Approved,2019-11-06,-28.55647,21.01512
"Bloemsmond 4 PV, Northern Cape Province",Northern Cape,Solar PV,0.0,Approved,2019-11-08,-28.55647,21.01512
"Proposed additional Infrastructure required for the San Kraal Split 1, Phezukomoya Split 1",Eastern Cape,Wind,0.0,Approved,2019-12-19,-31.2901,24.93606
"The proposed Bloemsmond Grid connection infrastructure,Northern Cape Province",Northern Cape,Solar PV,0.0,Approved,2019-12-19,-28.58188,21.06886
Proposed development of a 132 kv sub-station line for the proposed Boulders wind energy fa,Western Cape,Wind,0.0,Approved,2019-12-19,-32.821,18.00069
"Klip Punt PV1 near Upington, Northern Cape province",Northern Cape,Solar PV,75.0,Approved,2019-12-19,-28.5132,21.0757
"The proposed MC Taggarts PV2 Near Upington, Northern Cape Province",Northern Cape,Solar PV,75.0,Approved,2020-02-26,-28.52806,21.0732
"The McTaggarts PV3, Northern Cape Province",Northern Cape,Solar PV,75.0,Approved,2020-02-26,-28.51506,21.06544
"Electrical Grid Connection and Associated Infrastructure for Highlands North WEF, Eastern ",Eastern Cape,Wind,0.0,Approved,2019-12-19,-32.78846,25.33122
The proposed Electrical Grid Connection and associated infrastructure for Highlands Centra,Eastern Cape,Wind,0.0,Approved,2019-12-19,-32.74771,25.35173
Proposed Development of the Solar Photovoltaic (PV) Energy facility and associated infrast,Northern Cape,Solar PV,0.0,Approved,2020-06-08,-31.29372,24.75893
Proposed Development of the Solar Wonderheuvel  (PV) Energy Facility and Associated infras,Northern Cape,Solar PV,1000.0,Approved,2020-06-08,-31.34236,24.69899
Proposed Development of the paarde Valley Solar Photovoltai (PV) Energy facility and assoc,Eastern Cape,Solar PV,700.0,Approved,2020-06-08,-31.43229,24.67959
The proposed establishment of Doornfontein photovoltaic solar energy facility with an elec,Western Cape,Solar PV,230.0,Approved,2020-03-13,-32.83824,18.28641
The development of the 120km up to 400KV Nuweveld gridline west of the town Beaufort West ,Western Cape,Wind,0.0,Approved,2019-12-19,-32.25179,22.60517
The proposed special economic zone (SEZ) including a PV facility in upington within the No,Northern Cape,Solar PV,0.0,Approved,2017-12-13,-28.42558,21.22501
The Proposed Gas to Power Powership Project at Port of Ngqura within Coega SEZ at Nelson M,Eastern Cape,Biomass_Biofuels,0.0,Refused,2019-12-19,-33.76483,25.69306
The Proposed Gas to Power Powership Project at the Port of Saldanha at Saldanha Bay Local ,Western Cape,Biomass_Biofuels,0.0,Refused,2019-12-19,-32.99435,18.00511
The Proposed Gas to Power Powership Project at Port of Richards Bay within UMhlathuze Loca,Kwazulu Natal,Biomass_Biofuels,0.0,Refused,2019-12-19,-28.80619,32.04731
"The proposed Coega 1000MW gas to power plant - zone 10 North, Eastern Cape Province.",Eastern Cape,Biomass_Biofuels,1000.0,Refused,2019-12-19,-33.76632,25.69622
"The proposed gas infrastructure for the Coega gas to power projects, Eastern Cape Province",Eastern Cape,Biomass_Biofuels,0.0,Refused,2019-12-19,-33.78021,25.686
"The proposed the development of the 200MW risk mitigation power project in the Coega IDZ, ",Eastern Cape,Biomass_Biofuels,200.0,Refused,2021-10-08,-33.72568,25.68261
"Swallow up to 150 MW Photovoltaic (PV) facility, including 11-33 kV powerline, Battery Ene",North West,Solar PV,150.0,Approved,2023-08-31,-26.80052,26.8488
"Sparrow up to 150 MW Photovoltaic (PV) facility, including 11-33 kV powerline, Battery Ene",North West,Solar PV,150.0,Approved,2023-08-31,-26.79595,26.88782
"The proposed Snipe up to 150 MW Photovoltaic (PV) facility, including 11-33 kV powerline, ",North West,Solar PV,150.0,Approved,2023-08-29,-26.80226,26.85682
"The proposed Starling up to 150 MW Photovoltaic (PV) facility, including 11-33 kV powerlin",North West,Solar PV,150.0,Approved,2023-09-01,-26.79775,26.88315
"The proposed Sunbird up to 150 MW Photovoltaic (PV) facility, including 11-33 kV powerline",North West,Solar PV,150.0,Approved,2023-09-01,-26.80052,26.8488
"The Proposed FE Red Sands North East WEF and Associated Infrastructure, located in the Nor",Northern Cape,Wind,262.0,Approved,2023-08-24,-29.52849,18.74931
"The proposed FE Red Sands North West WEF and Associated Infrastructure , located in the No",Northern Cape,Wind,457.0,Approved,2023-08-24,-29.52208,18.67403
"The proposed FE Red Sands South West WEF and Associated Infrastructure , Northern Cape Pro",Northern Cape,Wind,405.0,Approved,2023-08-25,-29.62653,18.64597
"The Proposed Expansion/Addition to the Springbok Solar Power Plant near Welkom/Virginia, F",Free State,Solar PV,150.0,Approved,2019-12-19,-28.19791,26.80712
The proposed development of a 300MW  solar PV facility (phase 2) on several portions of th,Northern Cape,Solar PV,300.0,Approved,2023-09-04,-30.84759,24.28933
"The Proposed Luckhoff Solar 1 Photovoltaic Solar Energy Facility near Luckhoff, Free State",Free State,Solar PV,240.0,Approved,2023-08-25,-29.74596,24.77893
"The Proposed Luckhoff Solar 2 Photovoltaic Solar Energy Facility near Luckhoff, Free State",Free State,Solar PV,240.0,Approved,2023-08-25,-29.74774,24.779
"The Proposed Luckhoff Solar 3 Photovoltaic Solar Energy Facility near Luckhoff, Free State",Free State,Solar PV,240.0,Approved,2023-08-28,-29.74668,24.77725
"The Proposed 120MW Oslaagte Solar 1 Photovoltaic Project south east of Kroonstad, Free Sta",Free State,Solar PV,120.0,Approved,2023-09-04,-27.80384,27.29288
"The Proposed 240MW Oslaagte Solar 2 Photovoltaic Project south east of Kroonstad, Free Sta",Free State,Solar PV,460.0,Approved,2023-09-07,-27.80384,27.29288
The proposed SCSC Solar PV facility and associated Infrastructure for the Siyanda Bakgatla,Limpopo,Solar PV,100.0,Approved,2023-09-01,-24.95525,27.15954
The proposed SBPM Solar PV facility and associated Infrastructure for the Siyanda Bakgatla,Limpopo,Solar PV,100.0,Approved,2023-09-06,-24.95525,27.15954
"The proposed Aberdeen Wind Facility 3, Eastern Cape Province",Eastern Cape,Wind,240.0,Approved,2023-06-26,-32.51006,23.75437
"The Ratpan Solar PV1 on the Remainder of Farm Ratpan 441, Viljoenskroon, Free State Provin",Free State,Solar PV,120.0,Approved,2023-07-11,-27.05569,26.82412
The proposed development of the 290 MW Volta Solar Photovoltaic (PV) Facility near Dealesv,Free State,Solar PV,290.0,Approved,2023-07-24,-28.67133,25.75132
"The Hormah Solar PV1 on Portion 2 of the Farm Hormah No 276, Viljoenskroon, Free State Pro",Free State,Solar PV,120.0,Approved,2023-07-11,-27.04793,26.79693
"The proposed  Zaaiplaats Solar PV1 on the Remainder of Zaaiplaats No 190, Remainder of Fra",Free State,Solar PV,120.0,Approved,2023-08-28,-27.00681,26.81351
The proposed Vlakfontein Solar PV1 on the Remainder of Vlakfontein No 15 and Portion 1 of ,Free State,Solar PV,100.0,Approved,2023-07-10,-27.01284,26.85659
"The Proposed FE Red Sands Solar East and Associated Infrastructure , located near Northern",Northern Cape,Solar PV,240.0,Approved,2023-08-16,-29.52849,18.74931
The proposed Proposed FE Red Sands Solar West and Associated Infrastructure located in the,Northern Cape,Solar PV,240.0,Approved,2023-08-16,-29.52849,18.74931
"The proposed Naos Solar PV Project Two near Viljoenskroon, Free State Province",Free State,Solar PV,200.0,Approved,2023-05-09,-26.9868,26.8494
"The proposed Naos Solar PV Project Three near Viljoenskroon, Free State Province.",Free State,Solar PV,240.0,Approved,2023-05-10,-26.96392,26.85293
Mura 1 Solar Photovoltaic Facility (up to 150 MW) between Loxton and Beaufort West in the ,Western Cape,Solar PV,150.0,Approved,2023-07-06,-31.87238,22.44181
Proposed Ilanga Emoyeni PV1 Solar Energy Facility on the Remainder of Farm Schietkuil No. ,Western Cape,Solar PV,220.0,Approved,2023-07-10,-31.72087,23.43147
Proposed Ilanga Emoyeni PV2 Solar Energy Facility on the Remainder of Farm Schietkuil No. ,Western Cape,Solar PV,201.0,Approved,2023-07-10,-31.72087,23.43147
Proposed Ilanga Emoyeni PV3 Solar Energy Facility on the Remainder of Farm Schietkuil No. ,Western Cape,Solar PV,147.0,Approved,2023-07-10,-31.72087,23.43147
"The proposed Aberdeen Wind Facility 1, Eastern Cape Province.",Eastern Cape,Wind,240.0,Approved,2023-06-26,-32.51116,23.72709
"The proposed Aberdeen Wind Facility 2, Eastern Cape Province.",Eastern Cape,Wind,240.0,Approved,2023-06-26,-32.50768,23.73174
"The Proposed Highveld Solar Power Plant near Witbank, Mpumalanga Province.",North West,Solar PV,300.0,Approved,2023-05-10,-26.98299,26.60979
"The proposed Naos Solar PV Project One near Viljoenskroon, Free State Province.",Free State,Solar PV,300.0,Approved,2023-05-04,-26.98811,26.84212
"The Proposed Phala Solar Power Plant near Bela-Bela, Limpopo Province",Limpopo,Solar PV,350.0,Approved,2023-07-03,-24.9105,28.31769
"The proposed Shrike up to 150 MW Photovoltaic (PV) facility, including 11-33 kV powerline,",North West,Solar PV,150.0,Approved,2023-09-01,-26.76703,26.83374
"The proposed Stilfontein up to 150 MW Photovoltaic facility, including 11-33 kV powerline,",North West,Solar PV,150.0,Approved,2023-09-01,-26.78512,26.85845
"The proposed Bonsmara Solar Power Plant near Carletonville, Gauteng Province",Gauteng,Solar PV,250.0,Approved,2023-12-07,-26.18675,27.42721
"The proposed Tuli Solar Power Plant near Carletonville, Gauteng Province",Gauteng,Solar PV,250.0,Approved,2023-12-08,-26.18736,27.42729
"The proposed Simbra Solar Power Plant near Carletonville, Gauteng Province",Gauteng,Solar PV,250.0,Approved,2023-12-11,-26.18736,27.42729
"The Proposed Grootvlei 600MW Solar PV Plant, BESS and Grid Connection, near Ventersdorp, N",North West,Solar PV,600.0,Approved,2023-12-13,-26.16168,26.58182
"The proposed Copper Solar Power Plant near Northam, Limpopo Province",Limpopo,Solar PV,250.0,Approved,2023-12-14,-24.99611,27.25539
"The Proposed FE De Rust South WEF and Associated Infrastructure , Northern Cape Province",Northern Cape,Solar PV,240.0,Approved,2023-11-28,-29.29056,19.50205
"The Proposed FE De Rust Solar PV1 and Associated Infrastructure, Northern Cape Province",Northern Cape,Solar PV,240.0,Approved,2023-11-27,-29.31616,19.39554
"The proposed Proposed FE De Rust North WEF and Associated Infrastructure, Northern Cape Pr",Northern Cape,Solar PV,240.0,Approved,2023-11-28,-29.27956,19.47512
"The Proposed FE De Rust Solar PV2 and Associated Infrastructure , Northern Cape Province",Northern Cape,Solar PV,240.0,Approved,2023-11-28,-29.31616,19.39554
"The proposed Daisy Solar PV Facility and associated Grid Connection Infrastructure, Northe",Northern Cape,Solar PV,360.0,Approved,2023-11-06,-29.78009,17.25106
"The proposed Kleinzee Solar PV Facility and associated Grid Connection Infrastructure, Nor",Northern Cape,Solar PV,200.0,Approved,2023-11-06,-29.80774,17.26199
"The proposed Ngxwabangu Wind Energy Facility (WEF) and associated infrastructure, Stormber",Eastern Cape,Wind,260.0,Refused,2023-12-05,-31.83747,27.59558
Proposed Construction and Operation of Alldays Solar Energy Facility Phase 2 (up to 20MW) ,Limpopo,Solar PV,20.0,Approved,2023-11-06,-22.69404,29.82601
The Proposed Altina 120MW Solar Photovoltaic (PV) & 40MW Battery Energy Storage Systems (B,Free State,Solar PV,120.0,Approved,2023-10-17,-27.05156,26.74278
"The proposed  Letsoai PV2 Facility near Aggeneys, Northern Cape Province.",Northern Cape,Solar PV,240.0,Refused,2024-01-16,-29.39832,18.91955
The development of the proposed Notsi PV 1 near Dealesville in the Free State Province.,Free State,Solar PV,100.0,Approved,2023-10-23,-28.74651,25.63683
The development of the proposed Notsi PV 2 near Dealesville in the Free State Province.,Free State,Solar PV,100.0,Approved,2023-10-24,-28.74651,25.63683
The development of the proposed Notsi PV 3 near Dealesville in the Free State Province,Free State,Solar PV,100.0,Approved,2023-10-04,-28.75763,25.63132
The development of the proposed Notsi PV 4 near Dealesville in the Free State Province,Free State,Solar PV,100.0,Approved,2023-10-25,-28.75763,25.63132
The development of the proposed Notsi PV 5 near Dealesville in the Free State Province,Free State,Solar PV,10.0,Approved,2023-10-25,-28.75763,25.63132
"The proposed Kleinfontein Solar PV1 on Portion 1 of the Farm Kleinfontein No 369, Viljoens",Free State,Solar PV,120.0,Approved,2023-11-06,-28.75763,25.63132
The proposed development of the Roos Solar Renewable Energy Facility and associated Electr,Mpumalanga,Solar PV,50.0,Approved,2023-11-13,-25.77256,29.92208
"The Proposed ABO Otter Solar Energy Facility 1 and Associated Infrastructure, Located in t",North West,Solar PV,250.0,Approved,2024-01-10,-27.1057,26.45961
"The Proposed ABO Otter Solar Energy Facility 2 and Associated Infrastructure, Located in t",North West,Solar PV,240.0,Approved,2024-01-10,-27.1057,26.45961
"The proposed development of up to 240MWac Heuweltjies Wind Energy Facility (WEF), Battery ",Western Cape,Wind,240.0,Approved,2023-12-07,-33.00875,22.61707
"Proposed development of up to 240MWac Kraaltjies Wind Energy Facility (WEF), Battery Energ",Western Cape,Wind,240.0,Approved,2023-12-07,-32.87275,22.56845
"The proposed Limestone Photovoltaic (PV) 1 Facility and associated Infrastructure, near Da",Northern Cape,Solar PV,150.0,Approved,2023-10-24,-28.33018,23.62114
"The proposed Limestone Photovoltaic (PV) 2 Facility and associated Infrastructure, near Da",Northern Cape,Solar PV,150.0,Approved,2023-10-23,-28.33018,23.62114
The proposed construction and operation of the up to 307.5 Mwac ABO Wind Ingwe Wind Energy,Eastern Cape,Wind,307.5,Refused,2023-09-26,-31.34162,26.32785
The proposed construction and operation of the up to 510 Mwac ABO Wind Ingwe Wind Energy F,Eastern Cape,Wind,510.0,Refused,2023-09-26,-31.29879,26.24223
"The proposed Photovoltaic Virginia 4 Solar Park on the Farm Blomskraal 216, and connecting",Free State,Solar PV,210.0,Approved,2023-09-26,-28.18009,26.88861
The proposed Renewable Energy Generation Project ( Mopane Solar PV 1) on the Remainder of ,North West,Solar PV,120.0,Approved,2023-09-26,-26.69583,27.08355
The proposed Renewable Energy Generation Project (Mopane Solar PV 2) on Portion 12 of the ,Gauteng,Solar PV,130.0,Approved,2023-09-26,-26.37005,27.21278
The proposed Renewable Energy Generation Project (Mopane Solar PV 3) on Portion 2 of the F,Gauteng,Solar PV,130.0,Approved,2023-09-26,-26.37005,27.21278
The proposed Renewable Energy Generation Project (Mopane Solar Pv 4) on Portion 2 of the F,North West,Solar PV,120.0,Approved,2023-09-27,-26.38148,27.15527
"The proposed establishment of a Solar Photovoltaic (PV) Energy Facility, Battery Energy St",Mpumalanga,Solar PV,100.0,Refused,2023-10-11,-26.10044,29.42596
The proposed Photovoltaic Quagga Solar Park on the Farms Quaggafontein 3 and Delaporte 887,Free State,Solar PV,240.0,Approved,2023-10-06,-28.20594,26.93381
"The Proposed 240MW Leeuwspruit Solar 1 Photovoltaic Project south of Kroonstad, Free State",Free State,Solar PV,240.0,Approved,2023-10-02,-27.81561,27.25846
"The proposed 240MW Leeuwspruit Solar 2 Photovoltaic Project south of Kroonstad, Free State",Free State,Solar PV,240.0,Approved,2023-09-26,-27.81555,27.25454
"The proposed Lengana photovoltaic solar power plant near Excelsior, Free State Province.",Free State,Solar PV,300.0,Approved,2023-10-26,-28.99161,27.0864
"The Proposed Khwezi Photovoltaic Solar Power Plant Near Excelsior, Free State Province.",Free State,Solar PV,300.0,Approved,2023-10-27,-28.87352,26.95094
The proposed development of Genesis DBF South Solar Photovoltaic (PV) Facility and Associa,Western Cape,Wind,400.0,Approved,2023-11-14,-32.12332,22.16181
"The Proposed 240 MW Onderstepoort Solar 1 Photovoltaic Project north west of Rustenburg, N",North West,Solar PV,240.0,Approved,2023-09-26,-25.42748,27.01578
"The Proposed 240 MW Onderstepoort Solar 2 Photovoltaic Project north west of Rustenburg, N",North West,Solar PV,240.0,Approved,2023-09-26,-25.42739,27.01284
"Proposed Photovoltaic Florida Solar Park on Portion 1 & 4 Of The Farm Florida 633, and Rem",Free State,Solar PV,170.0,Approved,2023-11-29,-28.18694,26.91773
Application for Mura 2 Solar Photovoltaic Facility (up to 400 MW) between Loxton and Beauf,Western Cape,Solar PV,400.0,Approved,2023-10-17,-31.87238,22.44181
Application for Mura 3 Solar Photovoltaic Facility (up to 320 MW) between Loxton and Beauf,Western Cape,Solar PV,320.0,Approved,2023-10-17,-31.83262,22.5748
Application for Mura 4 Solar Photovoltaic Facility (up to 360 MW) between Loxton and Beauf,Western Cape,Solar PV,360.0,Approved,2023-10-17,-31.83262,22.5748
The proposed development of the Lesaka 1 Solar Energy Facility (SEF) and the associated in,Northern Cape,Solar PV,240.0,Approved,2023-11-03,-30.60007,19.44939
The proposed development of the Lesaka 2 Solar Energy Facility (SEF) and the associated in,Northern Cape,Solar PV,240.0,Approved,2023-11-03,-30.60007,19.44939
The proposed development of Soyuz 1 Solar PV Park and associated infrastructure located ne,Northern Cape,Solar PV,240.0,Approved,2023-11-15,-30.75763,23.53976
The proposed development of Soyuz 2 Solar PV Park and associated infrastructure located ne,Northern Cape,Solar PV,300.0,Approved,2023-11-16,-30.64891,23.58183
The proposed development of Soyuz 3 Solar PV Park and associated infrastructure located ne,Northern Cape,Solar PV,240.0,Approved,2023-11-10,-30.64891,23.58183
The proposed development of Soyuz 4 Solar PV Park and associated infrastructure located ne,Northern Cape,Solar PV,240.0,Approved,2023-11-13,-30.69056,23.6324
The proposed development of Soyuz 5 Solar PV Park and Associated Infrastructure located ne,Northern Cape,Solar PV,150.0,Approved,2023-11-09,-30.72169,23.5629
The proposed development of Soyuz 6 Solar PV Park and associated infrastructure located ne,Northern Cape,Solar PV,240.0,Approved,2023-11-10,-30.66641,23.76349
"The proposed Tourn├⌐e 1 Solar PV Facility and associated infrastructure, near Standerton, ",Mpumalanga,Solar PV,150.0,Approved,2023-11-15,-26.75234,29.42061
"The proposed Tourn├⌐e 2 Solar PV Facility and associated infrastructure, near Standerton, ",Mpumalanga,Solar PV,150.0,Approved,2023-11-14,-26.75767,29.42054
The Proposed Seelo Charlie 140MW Solar Photovoltaic (PV) & Battery Energy Storage Systems ,North West,Solar PV,140.0,Approved,2023-11-30,-26.29976,27.27724
The Proposed Seelo Beta 240 MW Solar Photovoltaic (PV) & Battery Energy Storage Systems (B,North West,Solar PV,240.0,Approved,2023-11-30,-26.30119,27.26338
The Proposed Seelo Alpha 240 MW Solar Photovoltaic (PV) & Battery Energy Storage Systems (,North West,Solar PV,240.0,Approved,2023-11-30,-26.31598,27.23275
The Proposed Rooidraai Solar Photovoltaic Solar Energy Facility and Grid Connection Infras,North West,Solar PV,150.0,Approved,2023-10-03,-26.36355,27.14081
The Proposed Development of Genesis Beau Valley Solar Photovoltaic (PV) Facility and Assoc,Western Cape,Solar PV,200.0,Approved,2023-12-14,-32.08745,22.15486
"The proposed Angus Solar Power Plant near Carletonville, Gauteng Province.",Gauteng,Solar PV,250.0,Approved,2023-12-07,-26.1983,27.41498
"The proposed Oribi Solar Power Plant Near Northam, Limpopo Province.",Limpopo,Solar PV,150.0,Approved,2024-01-15,-25.22414,28.31168
"The proposed Acrux Solar PV Project One near Bloemfontein, Free State Province.",Free State,Solar PV,150.0,Approved,2024-01-10,-29.09221,26.03549
The Proposed Establishment Of A Renewable Energy Facility (Pulida Solar Farm) On The Remai,Free State,Solar PV,75.0,Approved,2013-07-17,-29.0294,24.90901
"The proposed Palladium Solar Power Plant near Northam, Limpopo Province",Limpopo,Solar PV,150.0,Approved,2024-02-29,-24.99719,27.2929
"The proposed Black Rock Solar Photo Voltaic Facility, Northern Cape Province",Northern Cape,Solar PV,100.0,Approved,2024-05-15,-27.14776,22.87574
"The Proposed Acrux Solar PV Project Two near Bloemfontein, Free State Province",Free State,Solar PV,650.0,Approved,2024-03-22,-29.1259,26.07042
The proposed Mukondeleli 1 Solar Photovoltaic Facility (Up to 300 MW ) and associated infr,Mpumalanga,Solar PV,300.0,Approved,2024-04-09,-26.63359,29.23227
Proposed Development of the Lion Thorn Solar Photovoltaic (PV) Energy Facility and associa,North West,Solar PV,200.0,Approved,2024-04-26,-27.19908,26.30647
"The proposed Makoaneng Solar Power Plant near Bloemfontein, Free State Province",Free State,Solar PV,550.0,Approved,2024-03-26,-28.96804,26.64556
The proposed Renewable Energy Generation Photovoltaic Dorado 2 Solar Park on Remainder & P,Limpopo,Solar PV,75.0,Approved,2024-03-26,-24.85724,27.34428
The proposed development of the Mayogi Solar Energy Facility (SEF) and the associated infr,Eastern Cape,Solar PV,150.0,Approved,2024-05-31,-33.48429,25.30541
The Development of the Proposed Middelpunt Solar PV situated within the Matjhabeng Local M,Free State,Solar PV,240.0,Approved,2024-04-16,-27.96481,26.93669
The Development of the Proposed Anker Solar PV situated within the Matjhabeng Local Munici,Free State,Solar PV,300.0,Approved,2024-04-22,-28.03299,26.92295
The Proposed Dwaalboom Solar 1 Photovoltaic Solar Energy Facility and Associated Infrastru,Limpopo,Solar PV,150.0,Approved,2024-03-13,-24.95267,27.32472
The Proposed Dwaalboom Solar 2 Photovoltaic Solar Energy Facility and Associated Infrastru,Limpopo,Solar PV,240.0,Approved,2024-03-13,-24.94199,27.31028
