overall_hour,national_demand,Eastern Cape_corrected,Limpopo_corrected,Mpumalanga_corrected,Gauteng_corrected,Western Cape_corrected,Northern Cape_corrected,Hydra Central_corrected,Kwazulu Natal_corrected,North West_corrected,Free State_corrected
1738,30049.2979902568,1547.4030920805185,2538.266286398434,3348.063701363947,8503.434216279255,3278.8749209042253,633.2692663322772,91.61923364224106,6002.30189340804,3272.4710798457845,833.5943000020768
1739,30042.6051795884,1553.56224251731,2545.0244296852406,3325.514139174664,8476.873403495412,3300.1980846209544,640.9326847658909,95.20540211838552,5900.636988659609,3371.9493357713886,832.7084687795455
1740,29972.2776166688,1564.7330908192732,2425.5328144657046,3425.898924292942,8394.480632179842,3303.649955364416,609.5027342751802,85.59878750985654,5886.85470676665,3442.477780288006,833.5481907069328
1741,29674.2786477769,1559.1993712140174,2458.431542441235,3389.140874133949,8162.613998597151,3336.9070149624013,586.8958476563214,86.07879130048016,5873.760981474349,3406.3403799147554,814.9098460822355
1742,29489.8655656126,1535.671472539353,2522.076043056786,3412.4531997563054,7956.998694655265,3332.848982846704,621.3525410117992,88.036990917214,5824.337757952604,3379.1020012409235,816.9878816356426
1743,29414.8285009495,1550.0029320176238,2580.692886924718,3422.3292595051944,7814.711190764164,3350.254886141927,605.4976816941339,97.278111663559,5850.85216634326,3330.473594106124,812.7357917887977
1744,29817.1961591235,1578.0494329234473,2680.442754798908,3456.81849073492,7951.343591520744,3342.387780925505,638.4788804162143,96.3389158511889,5958.76885668974,3309.947131015164,804.6203242476687
1745,29903.483669577,1635.1425036670014,2733.2655863240343,3462.799422358367,8016.795716843529,3204.567678284689,651.3636233751857,43.33985081123396,6006.561956084769,3300.6444630036967,849.0028688244973
1746,29811.9127304923,1672.1269446080944,2751.9246835437834,3508.7142684749706,8057.996588699504,3056.485913534013,635.1119682746515,94.00588279865298,5965.951800692309,3230.71264733985,838.8820325264738
1747,30484.9581457499,1757.215576917513,2915.525836052641,3707.3345009862846,8261.58092891085,3053.0337656703214,558.601603477843,132.86554555154189,6029.234470112791,3198.31666831979,871.2492497503256
1748,29906.9713214439,1756.638127042292,2873.677268344795,3626.810042298199,8168.352492832309,3027.3854153267994,542.896174134046,142.24007015178591,5746.033932131845,3131.0384547346207,891.8993444472073
1749,28674.8294982615,1561.5208248766824,2694.7572395135667,3500.227357459961,7802.048162038492,3031.775638098504,547.2217283253815,144.78799392783654,5404.038492682044,3144.1804298534694,844.2716314855611
1750,26684.832958694,1344.1690855273591,2471.192882342056,3311.948868803037,7144.674418730803,2790.0440190885,568.5229830910072,140.88452579850227,4999.264608789731,3146.129172463834,768.002394059171
1751,24688.4186804781,1157.932416561208,2324.4882245297467,3154.32710509082,6430.923913620578,2529.6985785611914,540.4836748952531,142.68504453275324,4604.95217951419,3070.821050862809,732.1064923095512
1752,23232.2218392568,1045.0226915985374,2243.5758931053906,2919.9187387734028,5854.445658053575,2369.105017156926,531.2575703642127,143.72481922358014,4430.195106175493,3014.2339578699066,680.7423869357767
1753,22626.7943237532,945.0449300642204,2230.058644655648,2889.40159184204,5594.041771562427,2318.7498850433385,513.94293281848,147.21504781365425,4318.50413388713,3002.308926801669,667.5264592645915
1754,22413.029521879,899.328158444663,2224.3301037056376,2904.7976346267687,5468.003420383045,2258.237430646438,497.3557267290009,152.34806339001668,4336.440998841104,3014.448873361368,657.7391117509603
1755,22180.2170211673,878.8854109483772,2182.2426962974982,2872.450123083089,5405.482861982135,2255.257804631822,503.4497770681982,153.8127179532204,4292.933731159609,2986.411006109736,649.2908919336127
1756,22276.5864296619,909.060419906672,2187.282318133535,2900.807705860978,5516.785724947611,2246.006666886936,449.2969799898722,145.54919291256073,4342.813570269497,2923.1304442136943,655.8534065405483
1757,23305.668761524,990.5858542912372,2304.471757571489,3000.084793072941,5848.337625966723,2324.29182538966,460.7326516649815,145.6452469986783,4559.11732137047,2986.680167282458,685.7215179153667
1758,25048.2809810414,1170.2241487485314,2443.396062726359,3114.32914775862,6385.738184397245,2514.53118471203,517.926520426445,138.99283423652906,4860.671251531229,3163.8028246554422,738.668821848968
1759,26172.887504774,1348.425185068263,2513.438565058661,3140.1012970549973,6887.707538706501,2635.2360984562965,510.4322927019724,130.21347977129767,5103.328978868281,3151.2860123107853,752.7180567769443
1760,26368.1866147495,1436.7243842648766,2409.453200089908,3086.1862345403165,7241.07847759201,2664.04336984473,508.7081317871109,89.8278597811205,5199.7737350297575,2985.0228897106317,747.3683321090399
1761,27807.777509852,1545.1756718140527,2493.499696869025,3282.242981049779,7723.402771755942,2825.021416931684,581.624172606109,58.96180633020046,5434.863005323632,3093.6461094338647,769.3398777377085
1762,28531.8465894648,1584.4698525676447,2544.692975826601,3331.9975422059147,7905.101322075269,2959.359428737953,602.6740498712292,26.788821961319453,5563.004079505484,3223.359213621331,790.3993030920544
1763,28444.9195476712,1523.0038053078606,2555.0520117764527,3326.6001538437213,7772.395344423814,2929.9658600475605,598.5739813438063,92.55709242126126,5534.941358038697,3326.8983746789327,784.9315657890954
1764,28107.7122168328,1443.1288921627156,2515.236952591927,3331.39424130476,7716.896754176689,2848.938649115772,547.2525714271264,149.4205742478148,5487.738324592818,3279.573342347657,788.1319148655192
1765,27716.7465568729,1348.6692436542244,2452.417532262653,3392.6468535350923,7587.487264586759,2789.8858376922803,549.2237181139022,86.70372550851667,5429.707016935041,3302.767716158065,777.2376484263671
1766,27503.8749418307,1305.8990612775929,2456.1727470616624,3370.6002176329343,7513.91288417653,2735.0718006027414,591.8865361143744,97.89075665826832,5385.028617240486,3278.9856922583654,768.4266288077439
1767,27136.9328407425,1360.4571584291891,2456.56113901804,3295.340769229173,7402.893332719705,2681.515540203022,586.6019736365909,99.3680061177845,5264.463030196194,3230.626054306341,759.1058368864574
1768,27256.8158383347,1397.004702117306,2540.461313398738,3337.6655960088474,7406.760988898712,2611.913362144533,588.9753548526649,84.50529908328708,5277.8111748451465,3242.440439993571,769.2776069918935
1769,27370.8375758426,1466.2223327058907,2592.824564921809,3308.6707282005373,7460.265510455576,2616.162189895853,596.5831229103626,34.44454155976993,5346.062957554738,3150.732912418575,798.8687152194918
1770,27667.7505024593,1512.6171143935233,2666.52929284455,3317.832354857832,7478.968365137274,2670.4061647788944,551.3764577414869,109.19437296095616,5466.443609749347,3072.598160409036,821.7846095864005
1771,28743.6466486955,1597.7671405920355,2856.3499857981283,3429.798896895838,7750.310352957428,2793.184698546175,531.2334325378914,160.0274127160762,5643.032316858068,3123.580724565338,858.3616872285207
1772,28703.4566347283,1614.8256252456383,2867.307363471206,3439.179162379214,7745.45084865464,2869.8035075154207,538.5786448137671,175.39860290626694,5534.48818236644,3034.6672572280604,883.7574401476438
1773,27684.1110562978,1370.9409319339302,2730.237680700904,3358.6314629425947,7384.114211275278,2937.4096423854853,543.6585224366145,157.37025309347084,5289.565222498106,3063.040661014379,849.1424680170336
1774,25546.4743438163,1173.550161274108,2488.8416714979703,3205.1958253514467,6734.254373409194,2666.301172381029,540.0576974167019,124.2804881943532,4875.257102368737,2961.730393700006,777.0054582227568
1775,23765.1792871841,1068.6548638032575,2350.9242318881284,3031.3965940195258,6113.98725950595,2426.2336994140533,510.85689505020366,105.8236783549332,4566.21155054855,2871.6079681161395,719.482546483352
1776,22295.4118339998,1028.8404228187962,2209.652707983339,2913.5926200333524,5613.529674729095,2155.453732310875,467.3026836073431,94.33403374079242,4306.33300105655,2790.731624241962,715.6413334776947
1777,21687.2262856034,1020.7492344626152,2193.8162633594334,2861.2475240891445,5375.39968023012,1987.4862488187568,461.26840020106033,108.89544802559074,4201.437555343662,2774.5711090644973,702.3548220085204
1778,21524.8689031033,1020.3660202205924,2229.91046006647,2865.578646446813,5257.804067096574,1930.3343006520824,469.2526908409856,120.73295708298448,4149.860179977327,2789.8318772381167,691.197703481354
1779,21365.0041419711,971.446407126369,2163.255328051177,2860.477053670778,5267.17239706713,1893.646941801666,461.8152463574887,125.70874860115632,4103.092099944849,2827.9505793394515,690.4393400110346
1780,21476.3598777963,932.3297492180928,2185.5115984232425,2853.3596070769554,5330.592792068313,1935.9308833288856,460.7050392027273,111.30831558560826,4140.35194968702,2829.542088017481,696.727855187973
1781,22391.4869636956,917.822252732562,2303.904156913041,2921.354893977561,5616.713461116834,1972.6789855492725,463.278282648892,90.23267231521098,4457.253734321367,2927.063820603244,721.1847035176205
1782,24007.3835165936,996.0563660860944,2408.905921484756,3127.750886499988,6129.458380236732,2125.869888355068,474.3475901322518,110.81896199136112,4831.973499636865,3027.9052159471094,774.2968062233745
1783,24808.5834214552,1114.5025151174289,2445.266885558201,3082.962256465767,6569.073326240148,2200.0515871951598,452.4214645262963,139.92525594934122,5058.315379602073,2961.2342841844065,784.8304666163799
1784,25008.638659566,1221.6352061669204,2352.626367160544,3035.6838532084357,6757.701534984847,2353.5664700522075,511.664812254445,81.6126071202014,5084.368494268424,2838.571149403786,771.2081649461885
1785,26281.228425798,1353.1138788404346,2421.181730327935,3149.1772687729976,7250.832474283622,2601.086739821824,556.6108031932714,47.91546270752825,5255.52912889686,2875.0757713923854,770.7051675611419
1786,26939.1082862665,1382.5142445621968,2435.871197221637,3212.6811888112584,7531.467738163167,2742.698862171392,604.5227733576661,49.2209100779191,5360.582751694007,2837.513290138341,782.0353300689163
1787,26686.4071358325,1341.3939566035492,2403.4889340723144,3216.58413776254,7432.090305045287,2746.1042446140304,594.361675903665,101.3981246778743,5241.862664739277,2826.704502011672,782.4185904022977
1788,26419.3847614717,1348.0840280148034,2408.0161870982656,3165.755091230628,7323.290893464517,2807.0522189766343,552.2459211586045,106.57960901422604,5111.459086246598,2832.476559693385,764.4251665740393
1789,26254.4424519949,1333.3836433079346,2473.0072885016853,3172.0733209572613,7186.041065796036,2706.70211108022,552.5956838697357,87.48574870302603,5051.877851434327,2932.900839367004,758.3748989776686
1790,26155.6213754586,1342.1150584696936,2500.020871669707,3181.047303953944,7078.478447011227,2614.2065095919697,558.5380556910325,88.44613426345782,5068.455021450702,2972.0915392999686,752.2224340569019
1791,25837.9457883569,1337.5045710620425,2493.729060443208,3155.446078580341,7021.5802127396455,2444.1878210664827,543.8151538215632,98.4476519111004,5109.915474176316,2883.705245150644,749.6145194055564
1792,26173.2429214843,1359.6614442310115,2513.384579627061,3225.210255722608,7042.150899615151,2460.76146921739,548.5180832748639,87.50936638232561,5220.868307908906,2950.535439864412,764.6430756405687
1793,26376.2228766664,1406.7375461002978,2490.4985310084157,3204.701768272561,7101.59246152183,2476.759041136941,526.6338114163642,102.23791979606706,5332.455301547164,2947.707846617415,786.8986492493451
1794,26832.8287019374,1490.7810313489222,2579.0785308553204,3214.106813326427,7174.556708714011,2534.405877757006,519.3015713542936,88.80991026260733,5425.674549807214,2990.7224995635,815.3912089481053
1795,28297.645442392,1569.3652744315962,2851.4354490840387,3359.4130328903734,7543.798773081444,2671.08028400806,539.0473262535577,145.8776963412262,5632.786209523765,3111.159204956165,873.6821918217726
1796,28408.2220088588,1541.6185547262608,2895.2539774443203,3369.4674731046634,7603.343663200094,2851.389286471943,527.0274786159109,153.67370048254304,5404.999962097524,3136.0205027572447,925.4274099582948
1797,27187.8038158009,1404.1754371536592,2710.1909676578757,3301.7777197941523,7182.775073439978,2762.767474991241,538.1527686783625,141.8170328524952,5065.866615317768,3175.3475315941178,904.9331943212508
1798,25384.838943277,1234.0365589707033,2562.836407215137,3178.8981738762504,6502.531512507787,2460.719877998289,576.2291210963906,111.0275657158364,4745.451844251396,3166.036006694894,847.0718749503146
1799,23534.294003455,1116.656875678673,2405.905657300498,3062.264695758312,5793.624694215656,2182.8460736800707,525.5583694677282,109.10839409348638,4458.476217319464,3103.0222274854154,776.8307984556936
1800,22212.1705724308,1045.443938557219,2250.9114475840493,2962.4282272023997,5322.4235200602725,1966.7774063153208,485.9214203740537,111.95398971206149,4277.363745502871,3048.0317665156217,740.9151106069335
1801,21800.0338869955,1016.0269348211816,2195.7331416296165,2937.2280389243715,5182.557173346442,1839.132780472072,495.2463148390402,110.49838922131124,4243.895419834571,3056.00786184156,723.7078320653377
1802,21650.1233937785,942.4662659619275,2202.636447222016,2898.313597736877,5144.775076199972,1895.0636042623096,474.4636498865314,112.54604382574448,4205.8557621022655,3054.7918657212563,719.2110808596015
1803,21509.9075591254,914.5259167587049,2148.078067304945,2852.103790370784,5167.535582526632,1886.6964779805355,486.4127845575034,112.13595881746387,4189.86513712046,3039.212244529417,713.3415991589601
1804,21619.9078009018,894.2184956013942,2123.6834201268807,2843.533256926797,5355.0297247972085,1889.160303946786,459.5070992212729,112.30630282482691,4234.521404761665,2992.6376865634834,715.3101061314818
1805,22738.7095110323,969.5899460611258,2180.4814139790706,2878.5119930972046,5834.508149242456,2068.6253224210764,464.4193334131152,115.73865179797562,4509.962807155701,2985.0553054587067,731.8165884058669
1806,24852.4118813018,1184.9344403338198,2380.989236402505,3037.991359511103,6573.197983592556,2313.037494603126,487.06803540203896,129.3970413764439,4945.97800423119,2983.1167498528007,816.7015359962176
1807,26499.2836747628,1431.8274780423835,2435.1731426384863,3092.7933750389107,7149.4423672757,2688.214476737433,476.21358282662726,136.97528797550083,5218.100488480627,3036.243849668816,834.2996260783182
1808,27065.6828084683,1428.9811366154966,2387.929183314298,3092.577915005206,7452.305846605079,2891.9188859150804,495.5779487461951,113.24482800301286,5314.593700847974,3068.72144724197,819.8319161739907
1809,28278.3007825703,1439.938475605015,2436.3976315965115,3185.982755233851,7878.182191959703,3069.6957815128267,572.5187492009686,64.15406955313027,5594.620668273149,3199.434874943413,837.3755846917317
1810,28789.7525726576,1461.2948530362046,2498.255956190714,3249.804085641174,7988.896327561929,3186.628987095497,542.1564601766473,34.41286078000986,5682.103734077251,3287.5205922254454,858.6787158727278
1811,28777.6966875367,1450.2618746083529,2542.7270667892544,3294.4733027827,7985.957678201093,3191.794628184721,549.7165994523297,84.03415224979888,5581.113626730201,3236.4596750261217,861.1580835121227
1812,28643.161221453,1449.4021518341249,2474.600775808504,3401.177938345352,7896.496505053589,3173.138328845145,542.1464152918717,89.89697829902403,5562.802406094524,3197.4776019166065,856.0221199642577
1813,28510.2955749354,1447.7778223457733,2446.014044961426,3417.804227374488,7808.940099226826,3122.2285952521192,561.1380792407892,90.590632468178,5501.750422841552,3253.385095750368,860.666555473879
1814,28693.9075152354,1432.6730590725813,2462.873708131208,3440.9090615481305,7846.488910535771,3156.5339736187657,552.5306035864484,91.17259268947348,5644.525438922065,3216.9124196091184,849.2877475218412
1815,28401.9676508235,1442.959536085876,2436.643128829917,3346.854637957756,7782.538460478564,3112.9807162371294,554.3597835511881,89.39695229629565,5608.005292510894,3172.4714926741744,855.7576502017021
1816,28926.5842145231,1511.5528071762865,2591.940054493612,3409.4573605892992,7930.701221867197,3109.135352646457,594.500805407479,106.76031692328333,5673.457500687663,3128.642038911624,870.4367558202005
1817,29459.9951273811,1607.581619915094,2750.8856086552105,3368.744243491932,8121.92894176866,3133.074980025898,654.6569541452449,152.16085391948772,5682.009844533088,3110.6556044027725,878.2964765237116
1818,29584.9944521994,1708.2742744104644,2798.928882087837,3356.090650212514,8149.890984056082,3065.6460801514654,636.0722388143965,214.26016336201005,5628.878944780453,3161.942530408246,865.0097039159341
1819,30468.8229941187,1809.1240408482315,2989.430285702644,3593.0615884291096,8361.493631127454,3151.122576851576,628.0816949722656,132.26789747876114,5797.267099094887,3100.2778076338045,906.6963719799668
1820,29940.825716787,1695.466928964362,2976.101759476217,3522.728665143236,8089.567717608838,3228.14663708305,679.7156740326725,119.18007143389922,5586.619763511991,3114.6525623452376,928.6459371875007
1821,28650.5962660804,1530.6690849208778,2840.385459990612,3400.4128541646587,7614.121758716866,3121.9382190471592,700.0197936098039,118.496876141808,5337.04639596713,3118.5374329398446,868.9683905816349
1822,26554.3837281642,1265.1671804639088,2679.8330770904818,3300.178319440389,6875.022815712768,2832.2626578466607,656.3989871089519,117.56816357508718,4902.258995477803,3134.9348113566693,790.7587200914841
1823,24502.1326081539,1028.6179040299596,2465.116512204924,3159.6564071540365,6152.896610596654,2528.791378209852,622.4593322689847,120.25545966716663,4619.591422580039,3050.5138360476035,754.2337453946857
1824,22885.5124760661,932.218359839207,2339.8038475565945,2992.5591737498903,5596.518604345626,2281.323782668999,581.8695749847634,122.04888856907876,4355.8914916807225,2975.2923512240964,707.9864014471195
1825,22321.3383754067,904.3508116884047,2315.629672257995,2925.1368541065585,5370.243246600873,2208.5747113199864,586.4839993870058,111.54714814987088,4266.635198552399,2949.9488807488224,682.7878525947821
1826,22051.9627831962,880.6014336693463,2282.5681964961814,2889.8055201314573,5284.375422677516,2153.2717070409158,581.5412062312968,117.50227286769989,4254.532991727196,2935.0670423469846,672.6969900076012
1827,22016.8639402519,847.2092387146814,2294.3642303790525,2864.177443935997,5321.16934336485,2122.7992612487697,546.3750409328533,203.37349372844105,4273.592334367203,2874.725345574098,669.0782080059539
1828,22106.4012322265,820.9050646102361,2258.2451388760974,2906.1995134271083,5515.844875333707,2101.7346341089315,552.3198677985578,191.2270355490809,4256.927920044844,2831.7768801319007,671.220302346037
1829,23180.9019889118,894.8912932087997,2321.624910747047,2858.882591255076,5934.11105909788,2279.7321549710823,562.1096600033272,196.97246780924823,4621.360906710949,2811.2646915083574,699.9522536000329
1830,24914.8143487626,1092.211211565736,2427.941641635492,2939.091743807353,6511.825185844442,2601.1899211869886,557.2805934566184,198.3184722978856,4956.576596793907,2861.391348603308,768.9876335708707
1831,26040.5795876895,1287.9233736805445,2438.367166049357,2900.8327456236584,7014.916578817798,2855.677175347432,573.5362186001371,192.0697395153856,5096.507543949319,2903.0682076450016,777.6808384608628
1832,26034.9655169851,1350.0416120534617,2366.674779836024,2863.407595683549,7123.757398430292,2941.0998299104385,502.34749721624087,116.81322542776223,5161.937670161228,2867.492204794583,741.3937034715174
1833,27183.6705567836,1449.5198225846857,2461.7317827728284,2956.2513620320437,7525.034816039067,3182.473619329721,418.3688648816397,53.45797739591427,5385.289083059472,2985.4788161244137,766.064412563816
1834,28116.7908181075,1472.4715607706814,2622.0175932568386,2970.489300617137,7757.305401863282,3281.242719187882,416.1133169761415,119.9308098148598,5544.607460295548,3133.2025434091465,799.410111915986
1835,28361.7771748966,1483.624369746132,2568.335452571173,3009.458619272389,7898.316721179161,3235.451006304516,485.364208498718,82.20466242903912,5541.535772535209,3239.1157241893807,818.3706381708816
1836,28020.6857380937,1478.3156631120248,2557.226018223344,2993.06862396151,7750.542600660331,3138.3041348583324,516.2470027325106,137.22274891087255,5429.542845877633,3205.8759322892697,814.3401674678695
1837,27764.458791887,1451.5805881844194,2553.938844853156,2971.7254384597604,7636.979128912435,3149.3800616961407,539.6491650898511,91.51839117897312,5392.769303571864,3172.227322992668,804.6905469477365
1838,27557.1685338087,1400.9977855325749,2500.5768659558007,3014.6974615443096,7550.262518595895,3093.5187661496034,545.0096907774055,125.47665449778238,5440.819353551543,3095.4494546982983,790.3599825054885
1839,27308.7018119396,1378.1987057107183,2474.4817579743126,3049.729751550343,7449.19241065015,3025.2592415999925,544.4374705626458,76.5358735741887,5437.114889944302,3081.2533140592222,792.4983963137192
1840,27541.7415399669,1408.7347636788038,2530.499933552403,3060.0197045014565,7592.814009522881,2976.9544862690013,568.5555578376208,79.33732716998351,5462.735045866735,3066.460414895129,795.6302966728847
1841,28058.2227895096,1506.171843572838,2616.6145934314336,3105.617930502656,7792.853052607141,2910.270680438073,561.2102219548764,80.48742385918969,5536.1910730924665,3120.2073362353567,828.5986338155689
1842,28402.8735582874,1525.2567433449815,2714.082565597312,3143.33700220046,7959.541115927537,2997.1442352454987,562.2034623485603,65.49569203306851,5521.156757254018,3083.980271762952,830.6757125730112
1843,29718.779515117,1551.2730065662925,2900.052856826082,3407.727120684633,8169.703229105336,3329.2147982704714,524.2360885965611,113.8904955605475,5721.673649640915,3139.9862189709243,861.0220508952413
1844,29490.9601853684,1524.96685260735,2905.778878260739,3401.169945069465,8027.102016091656,3286.867754557973,606.5258576253955,121.9529710072865,5563.911133884531,3157.3056489005044,895.3791273634952
1845,28400.9648738755,1407.3988547466872,2763.200778379972,3347.3201930857263,7558.84449820139,3155.3754160857843,623.0612565128129,141.78177042090394,5331.957194887631,3201.8286874559462,870.1962240986492
1846,26228.8708598947,1327.202780768033,2531.7852502361675,3147.409172678208,6737.400261526653,2900.5007989290966,595.2656325130638,122.38806907646357,4909.352745539226,3164.324469194593,793.2416794331976
1847,24173.668577175,1148.2962959124018,2345.2160268462817,2995.95805444024,6003.945076199711,2623.373752793998,536.6569520491076,108.11669412193892,4596.288930245918,3079.5799876580218,736.2368069073789
1848,22790.8956605674,996.9588856377052,2264.7658334271423,2944.960684314884,5541.648126002258,2392.9049835017927,503.3247777381708,110.79548528816078,4395.491537851927,2957.738552941576,682.3067938637795
1849,22156.27546928,942.6540439849778,2237.6848304256023,2945.3740727017416,5315.473078701981,2260.855741669631,482.4138343774933,90.5463604087317,4275.178287255445,2930.002988636895,676.0922311175009
1850,21940.3803514545,965.952716421609,2244.312203713762,2833.274423663164,5217.479857022614,2238.45585897656,481.2168224916331,78.5200709971138,4253.109177555663,2947.630319772645,680.4289008397349
1851,21997.7278175727,887.992341754226,2255.212795740229,2792.97858679568,5264.95116744469,2233.133453700914,486.81826120730943,65.95088115401863,4311.463809375935,3001.7301090776746,697.4964113220234
1852,22014.6963024163,863.1980538825536,2169.006723896652,2786.1941506579547,5419.011472485314,2202.420072400403,461.1748869818807,79.95739575324804,4436.037175235058,2900.147774893306,697.5485962299316
1853,23087.0238907743,963.9098880399148,2216.6103799685748,2843.075604499306,5894.740904186887,2330.920249756913,477.3844107366165,104.3443496714113,4622.160376529435,2917.0077591721524,716.8699682130915
1854,25469.0538928861,1179.4897190994882,2410.997960893289,2983.306366705669,6724.580703517388,2644.743330635253,528.1853252407641,114.73517243339845,5055.692767616532,3011.3500556053286,815.9724911389909
1855,27492.5015085662,1460.9914091771604,2480.633825183876,3047.4076965971503,7458.711270715323,3007.912658059174,523.9759749200291,110.15329763433694,5415.169043376343,3119.3850055119883,868.1613273908241
1856,28012.7213037943,1440.2886609917089,2456.344819113749,3095.193505725867,7705.667034028056,3211.2560511431343,511.9815515832943,68.61047263355339,5500.048823426946,3173.9850980373017,849.3452871106845
1857,28977.2212331842,1488.6223735983656,2446.765498537697,3129.577325895581,8029.404530379659,3370.771682542633,555.5953176351701,55.45657027298856,5765.413616767147,3260.893600629097,874.7207169258595
1858,29388.8851322748,1500.24193412077,2479.429618784101,3125.6410617766423,8152.15538953127,3426.7524884899253,566.734987327623,44.4168034852914,5889.695376723204,3319.496381159482,884.3210908764953
1859,29186.1698941496,1460.552429462038,2508.9607085048483,3155.007466370281,8079.927744657402,3392.7116136197906,564.038147224795,91.89601332701258,5792.587558039101,3254.713919249893,885.7742936944379
1860,29281.5230844095,1438.0548627208298,2574.278048166336,3176.075138808126,8081.989583860204,3412.34281220543,572.7756698290958,82.96735368350998,5778.964162359061,3253.0404999339444,911.0349528429584
1861,28915.2345342996,1462.2042577412678,2594.4110936937727,3182.8700528948625,7848.066071978659,3384.9743977757807,549.8195389059325,86.32904232902968,5702.5608109759005,3221.06792806135,882.9313399430434
1862,28954.3699809748,1498.6202232191845,2492.627896738624,3225.25918480861,7906.307671280313,3342.015706991791,523.6819697257181,128.31719564447107,5744.890117679804,3208.583857409186,884.0661574771
1863,29099.0988931689,1536.8240673890605,2474.659121500036,3229.857210422008,8054.630953915151,3349.032033087721,518.2256186266073,90.83435845295853,5756.796019720428,3200.2196884322525,888.0198216226805
1864,29457.2367422534,1574.0842601601505,2584.798831989189,3318.1767035557828,8188.643371520756,3368.867393156317,504.59176151836994,87.10087945562708,5777.469857205841,3175.3863395824565,878.117344108914
1865,29945.7522070048,1663.0617090170324,2662.1049383046084,3400.641734464175,8292.089398228916,3377.9510791715643,598.6969618043141,58.33196487565923,5777.836366964187,3221.5047605156046,893.5332936587364
1866,30104.1546763804,1737.8407844871576,2705.258897855679,3382.00485389256,8316.114486440812,3384.81236001518,629.6018703951655,88.86360642252664,5778.428221792094,3195.0529971011147,886.176597978113
1867,31033.5306695574,1840.2703668432596,2978.253302612724,3446.017645921026,8525.472456165235,3466.388830591377,596.4514401202127,146.96902365685133,5888.41163515039,3222.5717797871293,922.7241887091944
1868,30650.0977295325,1870.0399543268968,2953.822553694916,3381.127332370866,8408.498174879103,3499.0086418713013,647.6524761359133,169.0454887833411,5564.029967914974,3213.110447865511,943.7626916896776
1869,29229.1997818284,1666.003116229254,2782.312583654156,3317.2160701561525,7874.579618014207,3345.035289722899,653.0934738096414,157.6483229036507,5280.649158608121,3280.384683954642,872.2774647756746
1870,27019.4757121194,1448.226660783894,2577.7768898919394,3229.681768991604,7094.284093472433,2991.986523474372,608.0355012878426,145.63717520377182,4919.9578571823085,3197.537793911285,806.351447919958
1871,24726.1955222793,1247.6778638500384,2402.873818705015,3066.315868031248,6226.30406652656,2650.46013259077,549.789266194658,140.99892817887158,4553.603072051137,3118.00652360716,770.1659825438422
1872,23182.0203924159,1126.4291884888958,2286.010802990505,2927.277726780105,5693.084596132977,2403.3843832863067,526.0435459233723,120.88539988931932,4331.572285464483,3042.214884877375,725.1175785825552
1873,22639.6471305727,1071.8297622662633,2266.787189481702,2925.26181968023,5491.576391413679,2298.736958085234,516.138632698681,117.92349957991064,4231.181168223159,3021.848969517373,698.3627396264723
1874,22447.5467360027,1080.326155715618,2276.7685586649127,2903.212981788777,5410.621470565247,2248.45823307326,505.3717312752384,113.21616007778374,4219.230517334025,2994.390863664334,695.950063843504
1875,22276.3971806423,1086.20434607652,2274.815959625485,2853.4206015817726,5347.873726391325,2224.2013348987707,511.8955817886748,119.76486182939274,4227.893893756458,2947.054533351394,683.2723413425067
1876,22553.467082385,1088.2969798457057,2224.818892319647,2828.8057004101097,5624.905577496435,2242.840466180222,488.885930771412,121.22053205987643,4318.351866305782,2922.2950697044016,693.0460672914081
1877,23640.1511231783,1199.0331570917278,2280.3404217914044,2966.197252629211,6073.427757906248,2371.966279454256,515.1999603467528,122.1506114560795,4483.342627959756,2921.5129713806336,706.9800831622287
1878,25861.4371982235,1464.0825538953782,2436.362112920954,3086.4025457102107,6822.82448195435,2670.197527285393,527.9079977538563,138.62766149887247,4907.186044086419,3010.578878444204,797.2673946738582
1879,27754.8517731288,1760.2199007384525,2468.3014584838065,3162.7618081384185,7550.015383299981,3021.7586011813924,552.3359522143955,145.88617285717487,5279.362695608016,2971.056054714824,843.1537458923356
1880,27910.5528073403,1740.41842428936,2412.8581487819047,3104.7040606868923,7678.627370731044,3184.6512967014264,559.10212119227,85.4597386885273,5292.476221955702,3038.489627957442,813.7657963557353
1881,28691.6746100669,1759.7456339995977,2445.3278803620374,3149.783278155244,7929.045127911682,3212.677507217414,583.5292823900785,96.76287498132922,5543.027795501344,3150.707361960636,821.0678675875344
1882,29124.1967152086,1759.2084569701924,2459.4547077743714,3187.115084698826,8035.065797571153,3273.5972988676062,596.9193037078733,96.94200381744524,5670.945315821459,3222.221519324241,822.7272266554335
1883,29069.1683867562,1767.2247326660697,2451.635259823354,3192.0808565482766,8036.230502181817,3296.2638968960714,593.9498714804739,98.0526309185019,5571.916650052342,3231.4075202789545,830.4064659103364
1884,29065.1435016551,1766.5870787271006,2522.4502906624625,3215.974787778984,8052.268517492141,3288.4058069583843,593.0096298921927,100.37233208078358,5453.555957420048,3253.7909482892137,818.7281523537923
1885,28740.426217604,1720.50774320564,2555.1127059465484,3173.1292031657763,7904.369320217872,3222.2707975374174,599.7696969755985,105.78507738729682,5424.594018773522,3233.683597648356,801.2040567459704
1886,28624.9857378028,1689.1704022392494,2510.39913352851,3144.296178451962,7899.137147560465,3180.799746552803,589.0076414349644,100.79536775959016,5502.475476162254,3214.829941362824,794.0747027501783
