overall_hour,national_demand,Eastern Cape_corrected,Limpopo_corrected,Mpumalanga_corrected,Gauteng_corrected,Western Cape_corrected,Northern Cape_corrected,Hydra Central_corrected,Kwazulu Natal_corrected,North West_corrected,Free State_corrected
11,26910.5945522211,1492.1193728414069,2637.865688067921,3360.9836236817523,7106.200857781345,2851.3714164008043,686.2020135797605,97.75791052144132,5475.701941778418,2487.4665941228245,714.9251334454284
12,27109.7530790292,1508.255723367244,2661.176038791438,3395.896651296939,7150.333220527378,2859.346343270641,643.6316414380037,85.51790009176815,5526.608456674302,2551.126534277972,727.8605692935132
13,26819.4242469725,1463.2791464366417,2718.684250317756,3358.354786754149,7071.671836143688,2815.167382621053,644.5574063661796,78.7313271195971,5427.18055797564,2504.863547420451,736.9340058173443
14,26639.4267336605,1460.3353901970884,2609.996315903041,3388.504311582823,7032.60250637233,2722.676200881804,649.7331051365337,145.8803588841422,5391.090678514493,2467.2864303958,771.3214357924512
15,26576.4918913694,1482.9627067313213,2574.9824368770737,3407.292205899681,6945.762328317712,2720.03345420231,633.7420980905977,170.60053515309363,5425.862744274936,2443.1537113340687,772.0996704886071
16,26909.6933288345,1568.1188370505336,2604.59607938346,3415.805795922627,7042.083810598298,2704.6126058693453,649.3517237469579,211.039252462082,5501.790724232041,2425.753873955364,786.5406256137921
17,27511.4351874143,1612.516171760059,2635.831228450177,3482.5112954155097,7152.537387069435,2766.910440745205,650.1920214525054,258.41897345536347,5620.952051038628,2531.0067795611485,800.5588384662684
18,27884.4419108458,1670.955614933576,2617.9763473885505,3579.666937990733,7255.598863354623,2896.0110883848174,655.9220556063316,166.56089770693856,5678.645240672258,2573.3644060268985,789.7404587810676
19,28597.2797266552,1712.2695129678814,2781.1258753988977,3717.1332299419946,7422.810479437194,2884.45264698914,650.8759051678921,121.32265595824016,5851.705763081191,2648.8837099745497,806.6999477382218
20,27816.0072557823,1624.3481777689728,2909.441478576056,3633.2871438641255,7284.539185669992,2782.843654794255,570.845344207504,135.6651820799183,5515.0094888093545,2543.1903734014286,816.8372266106988
21,26788.0700873493,1564.7611105616957,2806.7217737820447,3529.9599253407,6917.886438349331,2706.646771829318,585.5941069851057,143.6265134924618,5215.399905817124,2517.016936649095,800.4566045424273
